count,co2_level,ldr_value,temp,humidity,fan_speed,light_intensity
16,2398,5,28.1,81.7,3,4
8,1445,92,32.9,73.5,2,3
2,579,73,29.1,66.5,1,1
0,200,558,37.2,59.9,0,0
5,907,873,13.0,63.2,1,0
16,2503,482,29.4,76.1,3,3
16,2472,109,23.6,61.3,2,4
4,972,457,24.5,60.7,1,1
19,2959,910,34.3,75.4,3,2
10,1532,472,13.0,83.0,2,2
12,1854,434,28.0,76.7,2,2
8,1645,313,35.9,49.2,1,2
15,2274,714,31.9,68.4,3,2
6,1456,51,44.5,58.9,2,3
15,2378,312,36.9,43.0,2,3
8,1597,0,25.2,69.6,2,3
5,832,840,26.4,49.8,1,1
15,2329,851,30.1,63.6,2,2
19,2971,856,43.9,57.8,3,2
10,1813,554,13.3,63.4,1,2
8,1014,136,28.8,53.4,1,2
3,770,31,37.1,60.5,2,2
0,450,364,53.0,72.1,0,0
3,660,948,30.9,75.6,2,0
6,1293,338,23.4,70.3,2,2
6,1020,773,43.4,54.5,2,1
15,2341,869,13.0,78.9,2,2
10,1809,657,27.7,76.0,2,2
9,1340,389,53.0,77.9,3,2
3,940,35,31.0,67.3,2,2
1,762,884,21.5,64.2,1,0
8,1644,77,33.1,76.9,3,3
1,286,384,28.1,56.5,1,1
1,462,35,36.4,56.6,2,2
15,2264,341,38.5,62.4,3,3
20,3000,673,53.0,81.4,4,3
14,2177,170,50.4,67.8,3,3
8,1490,511,21.4,72.7,2,2
19,2990,769,33.0,50.0,2,3
9,1301,393,22.9,63.1,2,2
14,2343,676,13.0,47.1,1,2
0,595,58,38.3,71.0,0,0
15,2476,869,24.6,57.3,2,2
14,2250,529,33.5,74.3,3,2
11,1770,273,32.5,77.6,2,3
14,2236,433,25.5,69.1,2,3
19,2860,32,26.7,72.9,3,4
14,2087,443,37.1,71.1,3,3
0,275,749,38.2,72.8,0,0
17,2598,843,20.1,49.4,1,2
16,2451,416,48.1,62.2,3,3
2,738,881,32.3,73.5,2,0
5,1108,26,50.1,54.9,2,3
2,807,271,41.8,49.7,1,2
17,2712,56,47.0,52.4,3,4
4,897,854,24.0,54.6,1,1
11,1813,1000,31.6,66.5,2,1
13,2308,123,13.0,43.0,1,3
2,614,319,29.8,71.8,2,1
10,1653,886,46.6,76.5,3,1
11,1798,99,41.7,67.4,3,3
18,2614,993,39.9,55.1,3,3
9,1669,841,42.6,62.3,2,1
3,981,286,21.4,52.7,1,2
4,853,831,18.0,70.8,1,0
13,1832,287,50.7,45.2,3,3
1,693,848,40.1,73.6,2,0
17,2605,453,34.1,74.3,3,3
7,1377,808,50.8,63.7,3,1
12,1665,79,29.9,72.8,2,3
13,1930,891,18.0,62.0,1,1
3,885,473,27.6,67.2,1,1
10,1631,36,25.1,55.2,1,3
6,1225,820,35.0,72.2,2,1
0,358,680,20.9,57.2,0,0
7,1332,595,43.1,58.3,2,1
5,1102,225,19.9,67.6,1,2
7,1278,702,32.7,57.7,2,1
10,1634,986,53.0,59.0,3,1
11,1756,83,47.4,77.9,3,3
16,2394,653,41.3,60.9,3,2
14,2201,314,29.0,47.9,2,3
8,1702,909,45.0,76.0,3,1
13,2206,432,35.0,43.0,2,3
16,2187,354,24.8,66.3,2,3
15,2315,923,21.6,58.9,2,1
7,1362,87,13.0,62.8,1,2
3,671,7,30.2,66.9,1,2
18,2783,452,26.3,64.3,2,3
1,717,912,26.1,60.3,1,0
18,2943,759,25.4,55.7,2,2
12,1757,844,30.6,71.4,2,1
13,2020,295,33.6,65.0,2,3
19,2948,957,29.5,79.9,3,2
2,638,856,37.7,46.2,1,0
0,518,563,28.4,72.3,0,0
3,879,489,32.5,59.4,2,1
12,1947,824,39.5,74.7,3,1
20,2851,54,50.4,50.1,3,4
8,1279,858,26.2,77.2,2,1
8,1332,840,40.5,49.8,2,1
1,426,45,31.7,72.8,1,2
1,746,305,17.9,79.7,1,1
7,1320,926,33.6,52.0,1,1
5,1194,462,25.5,54.9,1,2
0,608,75,40.0,61.3,0,0
0,403,96,41.6,77.6,0,0
6,1465,329,18.1,72.6,1,2
8,1704,562,38.2,69.6,3,2
16,2107,48,34.2,83.0,3,4
6,1209,343,30.6,69.4,1,2
14,2067,828,31.1,52.2,2,2
9,1732,97,28.0,65.6,2,3
4,899,708,16.1,44.4,0,1
1,343,857,31.3,61.6,1,0
14,2114,87,29.1,64.6,2,3
16,2411,96,24.2,43.8,1,4
6,1291,773,29.3,72.5,2,1
15,2350,920,40.9,52.5,2,2
9,1722,390,28.8,61.3,2,2
8,1520,71,25.2,66.0,2,3
2,793,879,14.0,64.3,0,0
13,2145,88,44.5,48.6,2,3
9,1343,743,26.7,73.0,2,1
8,1479,97,34.4,64.9,2,3
11,1725,432,36.7,63.6,2,2
10,1824,619,40.2,54.4,2,2
3,681,892,38.0,73.1,2,0
18,2829,692,38.0,67.5,3,3
14,2030,41,28.3,62.9,2,4
3,911,75,27.5,67.7,1,2
6,1007,806,37.4,72.3,2,1
3,781,392,39.4,52.8,2,2
2,806,457,28.0,73.8,1,1
18,2857,714,24.5,77.1,3,2
3,796,508,18.6,82.4,2,1
13,2174,33,49.2,68.7,3,4
20,3000,31,52.3,48.1,3,4
4,868,54,18.8,68.0,1,2
17,2608,23,37.3,55.9,2,4
14,2093,434,37.4,46.7,2,3
11,1504,423,24.2,65.8,2,2
13,2172,862,45.9,60.3,3,2
10,1467,1000,53.0,60.2,3,1
9,1798,92,43.4,43.0,2,3
15,2343,74,25.0,54.0,2,4
5,980,347,52.5,62.6,3,2
14,2218,816,35.1,55.0,2,2
14,2103,402,53.0,70.2,4,3
17,2611,865,34.0,49.7,2,2
4,997,395,53.0,63.3,2,1
11,2029,64,36.3,55.1,2,3
0,321,0,50.7,71.7,0,0
20,2905,676,46.7,72.6,4,3
15,2322,322,40.6,75.3,3,3
14,2176,754,36.4,48.5,2,2
16,2553,875,27.6,68.8,2,2
15,2113,16,32.1,47.4,2,4
1,413,819,42.6,63.8,2,0
14,2485,103,33.7,68.3,3,4
16,2381,403,36.5,62.7,3,3
12,1995,0,22.8,52.4,1,4
10,1799,45,21.8,56.1,1,3
11,1570,92,20.2,58.0,1,3
9,1342,287,44.4,72.4,3,2
2,677,26,42.1,63.3,2,2
18,3000,365,47.6,59.3,4,3
16,2419,851,38.5,69.8,3,2
7,1255,329,24.1,64.8,1,2
13,1842,691,37.3,67.2,3,2
14,2178,71,32.4,53.0,2,4
19,3000,403,30.0,55.9,2,3
3,751,106,22.0,63.7,1,2
18,2735,451,32.4,55.1,3,3
11,1833,133,42.4,72.1,3,3
9,1499,426,49.7,57.9,2,2
18,2779,759,24.0,83.0,3,2
19,2673,113,45.4,58.6,3,4
11,1910,646,33.9,79.8,3,2
2,682,79,32.6,69.0,1,2
3,822,431,30.6,63.1,1,1
9,1554,477,39.6,57.6,2,2
15,2470,0,39.6,70.5,3,4
10,1675,912,30.4,54.4,2,1
16,2270,60,33.1,51.2,2,4
2,564,279,40.8,66.3,2,2
7,1698,848,53.0,69.3,3,1
17,2765,35,22.3,65.5,2,4
3,935,911,38.1,51.6,1,0
0,530,106,24.2,71.3,0,0
14,2048,4,27.9,63.3,2,4
12,2039,600,27.0,58.6,2,2
16,2407,335,34.9,56.6,2,3
5,835,909,31.9,70.6,2,0
13,1822,542,44.2,64.9,3,2
15,2441,190,48.5,65.9,3,3
0,439,486,48.2,59.3,0,0
18,2795,154,15.6,58.7,2,4
11,1645,536,36.8,43.0,1,2
10,1852,936,39.1,69.1,3,1
12,2024,646,21.8,65.4,2,2
2,781,802,32.1,50.1,1,0
14,2483,690,42.2,66.5,3,2
10,1734,995,34.1,66.9,2,1
17,2465,81,45.8,62.1,3,4
6,1204,792,27.7,67.3,1,1
17,2386,800,31.4,83.0,3,2
13,2248,516,29.3,50.8,2,2
12,2000,41,36.3,58.2,2,3
20,2945,435,27.5,62.0,3,3
19,2545,8,53.0,75.9,4,4
18,2874,392,33.8,68.0,3,3
8,1468,482,38.7,54.5,2,2
2,591,16,21.0,57.0,1,2
19,2799,144,23.6,61.3,2,4
12,1936,535,30.7,69.3,2,2
2,615,848,38.6,50.0,1,0
4,1037,509,29.7,63.6,2,1
18,2651,52,53.0,68.0,4,4
8,1740,822,35.9,60.8,2,1
19,3000,537,37.7,58.9,3,3
18,2583,328,25.9,73.0,3,3
10,1439,471,20.1,67.9,1,2
9,1822,909,40.9,66.1,2,1
16,2352,141,27.1,63.2,2,4
10,1664,442,13.0,64.7,1,2
10,1688,108,23.8,56.4,2,3
17,2851,111,46.4,69.9,4,4
18,2840,519,13.0,60.2,2,3
18,2672,528,39.4,72.1,3,3
11,1946,172,28.9,58.1,2,3
15,2344,813,28.8,59.3,2,2
17,2621,855,53.0,69.4,4,2
18,2718,442,18.1,70.6,2,3
14,2153,936,32.9,61.4,3,1
12,1808,917,30.7,70.1,2,1
17,2735,463,38.7,52.1,3,3
17,2694,354,40.5,67.4,3,3
6,1135,103,26.0,65.6,1,3
7,1334,280,38.3,77.1,2,2
2,337,762,17.4,67.3,1,0
4,1083,167,22.0,75.3,2,2
15,2204,374,37.2,57.9,2,3
9,1573,351,43.1,81.9,3,2
14,2076,62,53.0,63.4,3,3
6,1258,55,27.7,62.8,1,3
20,3000,896,39.4,54.6,3,2
5,1201,11,46.2,80.5,3,3
16,2325,96,47.5,63.2,3,4
17,2476,879,29.8,51.0,2,2
12,1746,327,41.3,66.5,2,3
11,1687,978,23.7,57.9,2,1
19,3000,881,33.3,62.5,3,2
18,2651,181,18.7,57.8,2,4
1,234,371,43.7,60.5,2,1
13,2100,586,24.1,64.6,2,2
5,953,88,36.4,69.2,2,2
3,485,832,28.1,66.0,1,0
10,1656,850,49.3,72.6,3,1
1,466,276,35.3,62.0,1,0
1,641,817,44.9,60.9,2,0
4,866,583,13.5,71.9,1,1
8,1645,700,39.0,77.0,3,1
18,2684,232,51.2,50.0,3,4
2,654,99,36.8,69.4,2,2
4,519,70,43.6,69.2,2,2
11,1719,416,38.4,43.0,2,2
12,2085,71,37.2,56.0,2,4
9,1592,789,17.9,52.0,1,1
1,679,798,33.2,75.0,2,0
2,949,583,47.0,59.7,2,1
12,2159,717,36.5,54.6,2,2
13,1974,849,43.3,66.2,3,1
2,712,980,16.3,66.2,1,0
18,2760,588,22.8,69.0,2,3
7,1203,256,13.0,51.8,0,2
0,357,89,24.8,63.6,0,0
15,2228,1000,25.0,59.0,2,1
20,3000,533,41.7,52.3,3,3
20,3000,369,42.7,59.8,3,4
14,2157,916,33.1,49.4,2,1
11,1645,134,33.1,57.6,2,3
9,1716,476,48.8,55.4,2,2
11,1830,370,35.9,64.1,2,3
11,2082,815,44.6,73.7,3,2
18,2549,282,43.2,56.0,3,3
15,2244,530,22.9,48.2,1,3
14,2332,310,46.2,81.5,3,3
13,1852,698,28.9,75.3,2,2
16,2661,653,34.9,47.3,2,2
18,2601,96,50.2,59.1,3,4
16,2409,759,22.0,66.9,2,2
7,1432,78,37.7,80.1,3,3
3,636,766,50.6,66.1,2,1
2,561,72,34.2,54.0,1,2
11,1631,141,40.5,58.1,2,3
14,2468,450,19.0,60.6,2,3
20,2956,798,13.0,59.4,1,2
19,2630,44,53.0,70.5,4,4
13,2123,487,27.9,58.8,2,2
1,478,371,33.4,62.8,1,1
1,545,149,50.1,44.0,2,2
12,1930,54,28.1,61.3,2,4
8,1407,908,28.0,66.2,2,1
11,1809,394,38.2,83.0,4,2
9,1626,930,53.0,72.8,3,1
3,803,685,44.9,61.2,2,1
15,2196,854,32.6,62.5,2,2
0,200,367,47.1,43.3,0,0
8,1323,407,30.8,57.3,2,2
18,2759,699,13.0,60.7,1,3
17,2660,233,33.2,62.2,3,4
14,2012,668,46.5,62.6,3,2
14,2116,762,34.4,62.2,2,2
18,2657,899,39.0,56.1,3,2
6,1299,116,28.8,78.1,2,3
14,2256,773,21.4,63.1,2,2
2,598,968,38.0,68.6,2,0
19,2924,541,35.0,66.6,3,3
13,2127,578,25.8,72.1,2,1
6,1127,142,20.9,70.9,2,2
0,574,518,42.3,55.5,0,0
18,2459,403,32.8,53.9,3,3
17,2633,668,32.9,66.0,3,3
1,630,303,30.5,43.0,0,1
11,1953,41,29.7,54.9,2,4
17,2760,54,31.5,51.0,2,4
17,2654,69,47.0,54.5,3,4
7,1181,542,26.6,59.8,1,2
16,2621,1000,52.1,72.6,4,1
11,1564,79,32.4,56.0,2,3
17,2540,994,37.9,45.3,2,2
10,1638,794,39.6,43.0,2,1
1,600,428,18.3,51.1,0,1
3,736,494,26.3,61.5,1,1
20,3000,54,35.2,83.0,3,4
17,2767,89,44.8,83.0,4,4
2,649,451,28.2,56.0,1,1
9,1600,442,35.2,70.6,2,2
5,732,151,24.8,67.1,1,2
9,1712,984,43.4,55.0,2,1
6,1016,56,26.5,50.4,1,3
13,1928,828,36.5,60.5,2,1
9,1398,425,48.8,66.0,3,2
10,1531,505,33.4,57.7,2,2
4,875,483,13.0,56.1,0,1
10,1690,50,35.5,64.9,2,3
11,1953,689,23.4,77.6,2,2
10,1390,113,47.9,61.7,3,3
12,1590,550,14.9,71.3,2,2
7,1501,544,24.0,70.8,1,2
12,1422,856,23.3,64.0,2,1
14,2426,815,26.0,58.5,2,2
1,405,935,17.8,59.4,0,0
8,1667,890,28.0,58.0,1,1
1,461,99,18.2,51.4,0,2
15,2296,83,53.0,66.0,3,4
2,866,274,35.6,63.3,2,2
14,2412,107,24.7,48.5,1,3
17,2785,908,25.3,54.6,2,2
18,2706,136,29.8,43.0,2,4
5,1215,297,26.8,62.1,1,2
0,333,426,27.0,67.5,0,0
3,807,572,40.5,62.5,2,1
11,1769,412,30.5,65.2,2,2
6,1293,973,50.0,51.7,3,1
17,2785,367,39.6,66.8,3,3
13,1977,28,21.8,59.3,2,3
0,319,685,34.7,74.0,0,0
16,2300,410,20.0,55.8,2,3
10,1892,609,53.0,58.9,3,2
10,1354,908,34.4,57.2,2,1
2,504,421,22.5,65.0,1,1
12,1848,903,33.0,69.8,2,1
18,2681,853,40.0,50.6,3,2
2,656,21,35.0,62.9,1,2
16,2119,1000,32.9,53.7,2,1
7,1487,42,24.1,49.7,1,3
16,2332,771,25.7,66.7,2,2
11,1895,329,31.6,58.3,2,2
1,440,397,26.5,60.8,1,1
12,2016,679,42.5,62.6,3,2
10,1965,35,15.7,63.9,1,3
9,1568,444,29.1,64.0,2,2
8,1510,835,20.1,56.4,1,1
0,657,83,41.9,67.6,0,0
16,2473,109,42.1,57.1,3,4
9,1897,969,28.6,63.1,2,1
2,614,121,32.9,52.3,1,2
16,2465,852,38.5,60.4,3,2
0,714,434,53.0,64.6,0,0
4,1027,17,28.3,51.9,1,3
1,594,101,26.1,62.5,1,2
20,2897,689,46.5,64.5,4,3
20,3000,69,21.4,58.2,2,4
13,2052,458,48.3,57.6,3,3
3,762,62,23.7,64.3,1,2
3,636,71,48.9,61.8,2,2
3,944,52,29.0,51.3,1,2
10,1719,517,38.1,81.2,3,2
20,2914,931,30.1,63.5,3,2
5,1140,436,33.1,64.7,2,2
16,2576,65,37.9,63.5,3,4
8,1371,124,28.4,72.2,2,3
16,2450,443,37.1,68.8,3,3
16,2619,435,31.1,48.6,2,3
14,2252,103,47.0,67.1,3,4
12,1867,76,36.8,68.9,3,3
17,2693,192,28.6,66.8,3,4
12,1798,541,41.9,58.6,2,2
8,1703,718,35.6,52.0,2,1
14,2125,877,26.9,48.4,1,2
3,736,476,53.0,55.8,2,1
15,2089,375,24.3,70.9,2,3
10,1718,730,38.6,83.0,3,1
16,2568,472,25.7,74.5,3,3
20,2889,71,27.3,52.9,2,4
9,1555,867,44.7,63.9,3,1
14,2159,274,16.4,74.4,2,3
1,644,161,24.6,65.9,1,2
16,2428,982,13.0,66.2,1,2
17,2691,544,43.0,55.1,3,3
17,2373,349,25.1,71.4,2,3
7,1131,760,37.3,74.9,3,1
4,1164,1000,39.0,52.7,1,0
14,2050,190,45.7,69.3,3,3
4,1060,148,38.3,68.3,2,2
13,2171,56,33.9,57.8,2,3
3,911,164,49.8,58.4,2,2
12,1929,328,30.1,75.3,2,3
1,544,393,50.0,71.3,2,1
2,638,24,31.7,75.6,1,2
7,1448,912,35.7,70.3,2,1
20,3000,387,33.2,43.0,2,4
1,694,442,26.6,50.7,1,1
0,359,563,37.9,47.8,0,0
4,782,226,36.9,55.5,1,1
10,1672,964,26.6,69.5,2,1
6,1158,272,19.3,83.0,2,2
17,2695,916,30.8,83.0,3,2
15,2553,21,32.0,65.1,3,4
0,450,723,30.7,83.0,0,0
3,677,331,48.6,69.2,2,2
2,668,794,33.2,62.0,1,0
2,638,784,50.9,72.6,2,0
19,2913,43,29.8,75.6,3,4
7,1367,748,53.0,60.2,3,1
2,645,813,43.7,52.7,1,0
1,803,681,30.5,66.0,1,1
9,1682,517,30.2,68.9,2,2
20,2592,730,13.0,59.3,2,2
11,1777,442,47.5,58.6,3,2
19,2947,522,35.5,73.1,3,3
15,2239,981,13.0,51.3,1,1
13,2146,830,28.1,73.4,2,2
14,2204,863,20.2,62.1,2,2
6,1062,50,30.7,75.3,2,3
4,796,917,48.2,43.0,1,0
5,968,603,25.4,54.6,1,1
17,2581,74,38.7,83.0,3,4
1,478,396,25.0,76.9,1,1
4,789,350,28.3,43.0,1,2
5,1132,139,36.4,62.1,2,3
20,2712,551,34.7,77.4,3,3
13,1883,6,41.9,65.2,3,3
2,722,527,37.8,71.0,2,1
10,1457,404,28.6,47.0,1,2
20,2864,858,13.0,73.9,2,2
16,2425,343,33.2,67.0,2,3
18,2877,744,36.8,51.9,3,2
13,1949,588,48.6,67.8,3,2
7,1342,564,31.4,67.3,2,1
10,1682,515,35.7,76.9,3,2
1,636,758,13.0,72.8,0,0
6,1124,501,34.3,62.5,2,1
15,2355,918,29.4,66.6,2,2
14,2017,583,29.3,67.9,2,2
8,1790,414,18.6,53.2,1,2
9,1561,290,21.4,69.2,1,2
2,793,367,24.6,64.5,1,2
19,2947,565,22.9,48.6,2,3
0,656,393,33.5,60.9,0,0
10,1791,875,35.1,67.8,2,1
5,1035,404,13.1,57.5,1,2
2,438,143,20.7,51.7,0,2
13,2165,1000,26.1,57.5,2,1
14,2227,58,38.2,70.8,3,4
9,1618,456,25.1,72.6,2,2
9,1814,103,22.4,70.4,2,3
17,2541,537,37.2,43.0,2,3
8,1231,32,40.2,58.2,2,3
19,2869,666,45.9,61.6,3,3
0,365,821,53.0,69.9,0,0
19,2879,610,24.4,78.0,3,3
10,1992,999,31.4,62.3,2,1
2,817,594,43.6,51.5,2,1
13,2164,836,27.7,67.3,2,1
13,1978,900,34.4,63.3,2,1
11,1906,277,44.7,67.8,3,3
3,701,670,40.1,47.8,1,1
5,873,801,44.2,63.8,2,0
6,1078,850,24.7,49.5,1,1
19,3000,166,31.1,54.2,2,4
10,1999,764,34.9,60.3,2,2
16,2368,87,40.0,73.5,3,4
18,2632,464,51.9,54.6,4,3
15,2466,493,39.4,65.6,3,3
15,2275,933,27.2,59.7,2,1
10,1714,346,35.9,65.4,2,3
6,1300,1000,13.1,56.5,2,0
7,1473,85,38.1,82.6,3,3
0,454,929,20.7,61.3,0,0
18,2545,56,19.4,58.2,2,4
9,1647,80,37.4,54.3,2,3
12,1841,52,42.2,48.4,2,3
16,2376,726,25.6,53.3,2,2
9,1432,251,42.2,66.2,2,3
16,2398,554,29.3,73.9,3,3
9,1708,907,29.9,72.5,2,1
3,773,459,36.4,65.2,2,1
18,2703,346,31.5,56.4,2,3
11,1879,341,13.0,58.6,1,3
8,1631,89,34.2,76.0,2,3
1,505,559,48.3,62.4,2,1
4,743,66,31.7,43.0,1,2
17,2806,360,38.8,80.4,3,3
2,943,1000,38.3,75.6,2,0
11,1609,273,52.2,60.9,3,3
9,1627,294,44.1,63.6,3,3
19,3000,534,27.0,57.0,2,3
19,2784,487,32.4,47.6,2,3
19,2756,420,39.0,66.7,3,3
18,2441,867,19.4,75.1,2,2
9,1717,770,21.3,52.3,1,1
11,2020,416,25.0,82.1,2,2
18,2620,842,20.7,64.2,2,2
5,1117,862,45.4,54.0,2,1
9,1799,7,42.7,76.4,3,3
17,2539,785,16.0,83.0,3,2
19,2832,325,51.6,71.1,4,4
19,2912,287,47.6,54.8,3,4
9,1168,645,48.3,67.8,3,1
9,1603,835,42.9,44.5,2,1
17,2509,410,39.2,61.4,3,3
14,2107,802,31.1,70.9,3,2
14,1905,860,15.2,65.7,2,2
3,659,59,32.7,67.3,2,2
3,680,451,24.3,50.1,1,1
1,638,883,33.1,59.5,1,0
9,1509,915,16.4,58.1,1,1
0,200,770,19.2,57.1,0,0
0,272,48,30.1,57.1,0,0
12,1849,771,33.8,58.0,2,1
17,2521,872,35.9,56.6,2,2
4,1030,979,18.1,59.9,1,0
1,590,920,24.1,78.1,2,0
4,888,608,27.8,43.0,1,1
0,802,984,47.1,67.1,0,0
16,2372,47,19.8,67.8,2,4
18,2765,801,47.7,60.1,4,2
12,2069,86,28.1,50.7,1,3
5,1244,602,22.5,66.2,1,1
4,938,35,32.9,63.5,2,2
12,1673,553,31.0,60.0,2,2
3,805,453,21.6,61.6,1,1
3,618,714,36.7,72.3,2,1
13,2147,915,36.7,62.8,3,1
3,793,619,51.1,55.2,2,1
12,1838,88,26.1,73.5,2,3
5,1158,87,25.2,49.2,1,2
16,2313,466,31.6,75.5,3,3
11,1924,117,53.0,64.2,3,3
5,1027,834,30.9,60.5,1,1
11,1556,824,39.6,74.9,3,1
2,494,427,32.7,64.4,1,1
2,830,822,23.5,74.0,1,0
11,1897,0,35.7,61.5,2,3
6,1009,300,40.1,62.5,2,2
13,2038,526,13.0,58.6,1,2
15,2326,721,28.4,43.0,1,2
8,1563,66,19.2,63.4,1,3
4,906,342,25.8,69.3,1,2
9,1441,342,53.0,50.4,2,2
7,1334,81,30.4,65.5,2,3
14,2328,110,20.5,74.0,2,4
0,209,466,45.9,66.1,0,0
13,2048,418,27.8,43.0,1,3
18,2812,723,30.6,70.5,3,2
8,1412,400,30.2,67.2,2,2
1,230,1000,31.8,61.7,1,0
5,987,74,40.5,57.6,2,3
14,2197,441,26.7,64.3,2,3
16,2491,913,30.5,65.3,2,2
8,1553,475,44.3,73.2,3,2
7,1484,70,39.2,56.2,2,3
16,2457,949,35.7,53.7,3,2
16,2549,391,45.0,62.3,3,3
18,2932,469,13.0,72.4,2,3
3,415,254,34.5,56.9,1,2
8,1453,892,41.4,70.6,2,1
7,1103,816,27.7,65.6,1,1
14,2252,65,31.2,67.9,2,4
17,2649,552,18.7,71.0,2,3
20,2816,269,40.4,75.1,3,4
19,2837,720,33.8,59.8,3,3
7,1306,134,30.7,63.9,2,3
9,1702,514,34.4,65.7,2,2
18,2742,360,39.1,49.1,3,3
15,2664,595,37.8,72.1,3,3
20,3000,47,31.1,63.8,3,4
3,599,494,52.4,69.8,2,1
2,626,930,35.5,49.0,1,0
4,857,117,19.9,59.6,1,2
20,2744,692,22.7,56.2,2,3
11,1867,88,42.3,83.0,3,3
7,1121,368,39.0,68.9,2,2
15,2524,297,37.9,66.1,3,3
20,3000,350,51.1,80.4,4,4
10,1673,21,33.1,68.2,2,3
7,1232,67,42.5,55.8,2,3
1,618,404,42.0,56.2,1,1
9,1703,208,41.9,52.6,2,3
5,917,749,41.3,63.4,2,1
19,2849,584,35.7,43.0,2,3
5,1114,382,30.2,49.5,1,2
15,2164,409,26.2,59.6,2,3
4,811,691,28.0,83.0,2,1
0,253,47,38.6,51.7,0,0
0,271,602,29.3,63.5,0,0
2,687,935,37.8,62.3,2,0
19,2835,21,31.3,71.7,3,4
17,2720,603,39.9,71.6,3,3
5,1016,756,48.3,63.0,2,1
11,1827,85,13.0,69.7,2,3
0,410,167,43.5,73.6,0,0
20,3000,613,44.9,66.4,3,3
1,589,114,34.0,52.7,1,2
13,1865,835,36.1,69.1,3,2
10,1769,686,34.0,67.0,2,2
11,1820,533,34.9,64.7,2,2
18,2791,856,44.6,69.9,4,2
14,2205,782,40.9,68.3,3,2
17,2575,867,20.1,68.5,2,2
18,2811,68,41.5,69.3,3,4
4,704,626,29.7,52.7,1,1
6,1344,418,35.8,65.3,2,2
6,1414,80,35.6,47.7,1,3
16,2390,758,26.4,55.9,2,2
15,2126,116,53.0,72.9,4,3
7,1401,604,27.2,70.1,2,1
14,2317,865,28.6,54.0,2,1
15,2244,39,31.3,55.2,2,4
17,2580,475,24.2,82.7,3,3
2,836,78,32.0,77.3,2,2
16,2505,763,18.6,73.1,2,2
14,2027,76,42.0,54.3,3,4
8,1444,468,19.3,63.5,1,2
3,862,1000,16.5,62.4,1,0
12,2130,62,19.7,55.4,1,3
20,2989,877,53.0,70.6,4,2
18,2539,675,32.1,62.9,2,2
19,2876,822,22.7,53.5,2,2
2,659,582,40.0,57.5,2,1
6,1204,240,53.0,52.8,2,2
3,616,854,43.7,63.4,2,0
5,833,47,16.3,75.4,1,2
17,2498,804,31.9,60.0,2,2
19,2940,801,32.8,48.8,2,2
19,2986,4,42.4,60.2,3,4
5,976,302,32.7,68.2,2,2
16,2493,301,27.2,66.9,2,3
16,2433,469,30.0,55.3,2,3
13,2209,869,21.4,79.2,2,2
0,358,447,25.8,60.5,0,0
18,2786,65,22.9,51.8,2,4
18,2550,1000,27.3,65.1,2,2
1,617,1000,22.0,57.3,1,0
16,2525,863,36.7,69.5,3,2
13,1816,82,47.1,57.7,3,3
7,1417,93,15.2,58.5,1,3
1,507,668,43.2,81.6,2,1
9,1538,378,40.0,72.6,3,2
5,1155,930,44.2,73.9,2,0
0,671,161,37.1,43.0,0,0
2,808,429,24.7,67.0,1,1
8,1743,376,36.2,46.4,2,2
9,1574,16,18.9,60.1,1,3
17,2617,80,45.8,54.6,3,4
11,1795,47,26.9,66.0,2,3
20,2973,7,30.7,56.7,2,4
15,2256,393,44.1,58.8,3,3
10,1973,24,29.0,59.3,2,3
7,1371,708,30.1,71.1,2,1
3,712,367,41.4,62.5,2,1
12,2023,850,32.5,56.7,2,2
14,2225,468,53.0,72.8,4,2
5,1297,27,41.9,58.7,2,3
4,926,662,36.1,45.9,1,1
4,1018,46,53.0,64.0,2,3
15,2460,462,20.1,75.0,2,3
20,3000,430,36.5,55.6,3,3
12,2180,723,50.1,67.5,3,2
5,1010,378,13.0,81.6,1,2
6,1217,75,49.6,56.0,2,3
19,2809,286,40.3,77.8,3,4
3,764,75,15.3,61.0,1,2
16,2565,85,36.1,47.0,2,4
6,833,743,16.8,59.8,1,1
12,1793,541,37.1,54.0,2,2
1,485,896,34.0,81.5,2,0
9,1591,84,16.0,72.1,1,3
11,1875,313,26.4,67.7,2,3
3,794,642,38.0,79.9,2,1
1,771,998,24.1,57.7,1,0
7,1644,98,42.3,57.7,2,3
19,2633,72,27.7,59.3,2,4
8,1418,560,43.7,69.9,2,1
16,2600,586,44.1,58.0,3,3
5,1043,1000,16.4,74.3,1,0
20,2953,132,34.9,53.3,2,4
16,2599,839,50.3,53.1,3,2
1,751,118,15.2,56.4,0,2
13,2161,601,25.2,54.9,2,2
16,2536,352,42.0,58.5,3,3
7,1266,542,36.1,54.2,1,2
20,2871,736,13.0,46.7,1,3
6,1251,351,31.8,70.0,2,2
18,2443,897,30.7,73.0,3,2
18,2868,64,13.0,75.7,2,4
14,2347,62,42.9,64.8,3,4
15,2463,1000,45.3,69.7,3,2
15,2358,103,13.0,48.7,1,4
5,990,839,20.1,75.9,1,0
12,1969,545,45.0,71.1,3,2
3,871,553,41.6,63.3,2,1
14,1752,37,37.6,68.4,3,4
16,2352,304,39.4,64.7,3,3
17,2683,347,25.5,73.2,2,3
14,1963,860,41.9,64.3,3,1
20,2935,437,46.3,62.9,3,3
2,880,96,46.9,78.8,2,2
16,2624,126,24.3,70.5,2,3
2,547,518,32.7,63.0,1,1
1,285,808,27.8,55.2,0,0
