count,co2_level,temp,humidity,ldr_diff,fan_speed,light_intensity
23,2013,34.9,60.7,107,2,1
0,396,37.3,65.3,346,0,0
3,898,41.3,66.4,-1850,2,0
1,200,27.8,53.1,3265,0,2
25,2079,50.1,63.9,1546,4,3
13,1233,28.9,82.7,1507,2,1
3,501,35.3,58.5,-2176,1,0
25,1976,32.2,55.8,2570,2,4
13,1066,21.5,62.0,253,1,1
3,929,30.8,62.7,46,1,0
7,759,42.0,81.7,-776,3,0
21,1746,50.9,65.5,1752,4,2
29,1948,50.5,65.0,-2487,4,2
13,1384,38.1,52.7,2802,2,2
21,2052,32.8,74.3,128,2,1
23,1530,40.2,45.0,3556,2,4
26,1851,37.1,85.0,-102,4,2
3,561,35.4,54.7,1341,1,1
4,423,35.6,76.2,-948,2,0
1,200,24.7,58.2,130,1,0
7,855,25.2,53.8,335,1,1
13,955,46.0,60.4,2279,3,2
21,1639,42.8,85.0,-195,4,1
18,967,36.0,63.2,-113,2,1
24,1612,46.7,67.4,1037,4,2
18,1376,41.1,70.9,-2036,3,1
7,434,34.0,78.0,0,2,0
23,1658,55.0,69.4,-1176,4,1
21,1441,46.6,71.0,2466,4,3
12,701,42.1,65.6,-964,3,0
3,475,33.3,67.1,-1678,2,0
25,1925,31.3,60.4,-820,2,2
30,2240,35.0,57.5,-832,3,2
19,1862,34.5,50.8,-2190,2,1
10,1274,43.2,50.1,233,2,1
20,1560,24.1,55.3,469,1,2
30,2010,25.6,57.9,141,2,2
25,1606,37.6,72.4,2613,3,3
17,1297,31.4,72.4,-977,3,1
0,537,39.4,66.1,3038,0,0
13,1090,33.8,57.2,-2137,2,0
30,1957,19.3,67.5,1845,2,3
21,1680,29.3,57.1,-1176,2,1
24,1778,52.1,52.5,-813,4,2
30,2154,38.6,58.9,320,3,2
16,1287,21.3,64.8,-368,2,1
3,416,23.8,67.8,98,1,0
25,1882,32.6,77.1,194,3,2
26,1790,43.0,82.9,1638,4,3
5,908,15.0,62.5,-2,1,0
18,1539,29.6,51.9,347,2,2
26,1857,35.0,53.0,320,2,2
28,1780,34.6,53.5,1018,2,2
29,1941,19.4,62.7,327,2,2
6,512,28.7,73.3,-2232,2,0
29,1944,42.1,66.2,-942,3,2
21,1468,45.6,65.3,-1549,3,1
13,1203,47.1,66.2,336,3,1
22,1536,27.2,77.9,185,2,2
14,1205,55.0,74.2,251,4,1
5,357,23.5,60.4,1845,1,1
19,1203,15.0,54.0,946,1,2
11,1001,33.3,80.0,2362,2,2
4,703,32.9,71.1,3501,2,3
2,209,51.4,61.1,268,2,0
25,1540,44.3,64.3,-1755,3,2
12,1091,39.7,70.1,90,3,1
6,672,38.5,65.9,-825,1,0
30,2043,36.9,76.5,1454,4,3
1,576,51.5,53.0,1682,2,1
6,982,39.2,57.6,-484,2,0
18,1573,52.7,63.5,1743,3,2
16,1253,17.3,65.9,-665,1,1
28,1916,40.4,68.8,2173,4,3
19,1264,15.0,68.6,1286,1,2
0,200,19.7,59.6,1679,0,0
13,1037,38.1,66.9,648,2,1
26,1798,24.5,61.4,407,2,2
7,351,29.3,61.6,0,1,0
26,1972,34.9,73.9,1495,3,3
26,1912,28.2,75.3,-1161,3,2
25,1567,20.2,45.0,212,1,2
30,1733,20.3,56.5,3099,2,4
29,1863,31.0,57.7,-2152,3,2
21,1534,33.5,58.4,-1251,2,1
1,640,21.6,54.0,61,0,0
27,1696,40.0,65.5,3498,3,4
24,1865,38.6,79.3,1886,3,3
16,1365,39.8,53.1,-1385,2,1
1,538,35.6,75.9,242,2,0
10,785,39.6,80.3,-2309,3,0
17,1487,38.8,71.5,2094,3,2
26,1843,27.2,60.9,221,2,2
2,812,38.7,69.9,27,2,0
7,890,42.4,62.9,-569,2,0
30,2074,37.4,56.0,85,3,2
14,1413,28.6,55.3,0,1,1
28,2116,34.2,63.0,3761,2,4
23,1515,35.2,56.8,2504,2,3
29,2240,43.8,45.0,-1259,2,2
20,1594,28.4,55.4,-1246,2,1
16,1002,30.7,60.5,-325,2,1
18,1366,33.2,59.9,-60,2,1
22,1774,26.1,85.0,-246,3,1
12,918,29.7,62.5,-1462,2,0
18,1643,30.8,82.6,2294,3,3
17,1296,30.9,70.4,172,2,1
12,1257,40.3,60.0,1567,2,2
8,856,36.4,62.2,2158,2,2
22,1443,40.1,62.8,1057,3,2
0,218,30.5,63.8,2704,0,0
29,2001,34.0,73.6,141,3,2
3,739,52.2,74.6,598,3,0
18,1401,17.2,61.9,510,1,1
30,1903,26.8,63.2,-2240,2,2
10,834,31.2,62.7,-1348,2,0
0,200,38.1,70.8,3306,0,0
4,200,36.7,64.3,1138,2,1
21,1558,42.1,56.2,108,3,2
19,1598,36.9,79.9,18,3,1
15,1253,37.3,73.1,-1929,3,1
3,312,55.0,74.9,-235,3,0
7,793,27.3,83.9,-744,2,0
19,1226,23.1,59.0,1184,1,2
27,1895,55.0,70.4,3744,4,4
1,497,20.0,76.9,650,1,0
12,1181,25.1,57.3,307,1,0
29,1785,55.0,61.5,123,4,2
26,1585,38.4,54.5,962,3,2
9,856,29.4,70.2,-1749,2,0
27,1596,18.4,74.2,2160,2,3
5,818,23.0,66.1,1315,1,1
15,1430,24.0,67.6,0,2,1
3,603,52.9,82.9,1963,3,1
11,776,15.0,71.7,-694,1,0
22,1375,37.7,52.0,1851,2,2
15,1133,22.0,73.5,-111,2,1
28,2176,23.3,70.2,-930,2,2
17,1732,44.2,45.6,420,2,1
3,864,34.3,72.5,-1215,2,0
26,1736,18.4,80.3,-1161,2,2
24,1540,41.5,75.2,1465,4,2
8,739,22.2,65.1,1521,1,1
6,908,42.6,66.6,57,2,0
11,1311,45.0,73.2,-775,3,0
12,1131,36.0,57.9,1060,1,1
13,949,15.0,70.6,-338,1,1
18,1523,38.6,78.0,943,3,2
23,1511,35.8,56.4,2882,2,3
16,1296,45.0,69.7,210,3,1
24,1740,31.5,56.7,-749,2,1
3,430,45.8,74.5,195,3,0
16,1189,43.2,85.0,902,4,2
7,775,30.9,74.8,-33,2,0
24,1644,30.1,57.5,1557,2,3
6,588,45.9,64.6,324,2,1
20,1530,33.0,51.0,180,2,1
27,2156,41.6,63.4,1792,3,3
9,834,32.9,84.0,-282,2,0
5,959,52.7,50.7,387,2,0
12,636,23.0,55.2,2828,1,2
23,1524,40.0,75.8,1739,3,3
11,999,34.2,69.6,363,2,1
7,735,30.8,62.7,1152,1,1
8,832,41.1,77.8,1599,3,1
28,1942,47.2,70.2,24,4,2
15,1657,26.6,67.8,-953,2,1
22,1948,32.5,59.0,2114,2,3
28,1806,33.2,58.2,-2246,2,2
26,1854,35.1,65.5,-933,3,2
10,857,41.8,57.1,376,2,1
29,1675,37.6,66.3,1303,3,3
11,1125,30.5,70.9,1972,2,2
18,1629,33.0,70.3,1477,2,2
2,475,20.5,66.3,323,1,0
14,1150,38.9,66.0,-1831,2,1
22,1749,31.9,70.2,-1587,3,0
14,1335,37.6,60.0,65,2,1
3,585,22.9,64.0,-1022,1,0
13,689,41.6,56.7,-1517,2,0
3,464,28.6,55.7,1931,1,1
11,1016,37.3,45.0,60,1,0
2,468,30.0,54.8,590,1,0
21,1635,33.7,65.9,-1467,3,1
28,2233,46.4,45.0,-1598,3,2
13,1065,43.4,45.0,2165,2,2
12,983,15.0,66.0,392,1,1
1,272,42.9,77.8,32,2,0
26,1886,35.3,62.2,297,3,2
25,2128,42.6,47.4,1678,3,3
1,260,33.7,71.8,225,1,0
14,1080,39.0,73.1,1398,3,2
15,1319,33.9,47.3,134,1,1
5,569,27.7,85.0,174,2,0
3,798,43.6,69.5,-938,2,0
29,1984,51.2,78.9,290,4,2
28,1749,31.3,74.9,-509,3,2
6,562,25.4,62.0,677,1,0
26,1925,47.2,52.5,-429,3,1
11,783,38.0,58.7,780,2,1
7,791,32.7,48.6,194,1,0
19,1180,30.9,60.5,243,2,1
28,1746,28.3,64.6,-370,3,1
7,449,43.1,77.3,-1411,2,0
7,671,34.9,46.5,2624,1,2
3,700,21.9,66.6,-851,1,0
4,670,34.4,81.0,-876,2,0
9,990,54.3,71.2,814,3,1
30,2028,28.9,64.4,301,2,2
9,854,31.1,58.8,224,1,0
20,1340,30.4,62.2,-400,2,1
3,482,30.3,76.7,336,2,0
0,294,29.2,45.0,2334,0,0
12,744,41.7,74.5,2905,3,3
14,1248,55.0,63.2,-1106,3,1
13,957,42.9,63.0,330,3,1
3,382,55.0,69.6,-669,3,0
22,1492,36.6,70.2,-484,3,1
11,1057,41.4,71.7,2442,2,2
21,1440,18.1,67.1,1283,2,2
18,1473,35.0,63.6,-50,2,1
25,1864,34.0,54.3,3284,2,4
3,472,34.2,68.1,-60,2,0
24,1552,44.1,85.0,-374,4,1
25,1709,29.1,63.9,-607,2,2
13,1105,26.8,79.6,3790,2,3
20,1408,36.9,53.9,-552,2,1
18,1432,25.0,60.9,1445,2,2
3,844,19.7,66.8,-2065,1,0
25,1828,34.0,69.7,-40,3,2
0,451,43.7,71.9,-716,0,0
7,751,24.2,75.7,2007,2,2
23,1707,55.0,85.0,-655,4,1
10,935,15.1,62.7,1063,1,1
18,1377,36.7,65.7,2183,2,3
29,2140,29.5,73.3,0,3,2
6,693,30.1,64.7,0,2,0
9,938,34.4,64.9,1334,2,1
23,1798,33.3,63.5,-665,3,1
9,830,42.3,67.8,790,2,1
29,2153,48.1,63.4,344,4,2
27,1885,31.7,59.1,-1610,3,2
11,1207,24.9,73.0,251,2,0
20,1495,15.0,70.4,512,1,1
27,2226,33.6,59.1,-2098,3,2
9,1134,15.7,70.8,354,1,1
23,1755,22.2,58.5,1320,2,2
4,543,35.0,51.4,1053,1,1
17,1390,22.5,45.0,2694,1,3
2,694,26.5,75.0,613,1,0
25,1922,34.1,69.8,387,3,1
30,1851,15.0,78.1,69,2,2
0,326,24.0,67.3,1180,0,1
4,501,48.5,59.9,-1561,2,0
15,1301,26.8,63.8,800,2,1
20,1652,34.3,48.3,2031,2,2
5,596,41.7,80.6,-893,3,0
0,269,15.0,63.7,400,0,0
13,1036,24.6,63.3,-187,2,0
0,200,31.2,63.9,3355,0,0
10,1107,33.6,60.1,236,2,1
16,1296,40.9,66.1,228,3,1
24,1809,40.8,72.5,-602,3,1
9,838,36.3,67.1,-2088,2,1
14,1313,39.8,53.0,-431,2,1
1,567,55.0,75.9,2256,3,1
11,1149,32.0,61.7,-406,2,0
15,1468,27.2,45.0,-1091,1,1
27,2079,39.5,53.4,1841,3,3
18,1395,33.8,48.1,-915,2,1
7,804,55.0,67.0,-1772,3,0
20,1641,35.0,45.0,1635,2,2
15,1268,36.2,58.9,-497,2,1
18,1503,19.2,57.1,-1411,1,1
19,1653,39.7,59.3,-1393,2,1
19,1490,45.5,59.0,114,3,1
22,1821,44.5,45.2,152,2,1
11,1121,36.0,59.6,857,2,1
6,837,27.9,51.4,3573,1,2
2,571,31.9,52.9,-893,1,0
18,1893,29.7,51.4,2052,2,2
1,424,39.4,66.5,-258,2,0
30,2059,26.4,60.8,-251,2,2
28,2073,33.1,76.0,1440,4,3
26,1675,32.3,59.0,-312,2,2
22,1489,49.1,55.6,-809,3,1
17,1616,47.8,76.1,-194,4,1
7,845,27.4,69.3,262,1,0
1,493,25.5,56.1,1475,1,1
2,394,26.9,66.8,2007,1,1
1,497,32.2,62.2,136,1,0
22,1631,44.4,58.8,-328,3,1
17,1528,39.5,60.1,750,3,1
9,776,35.3,62.0,2045,2,1
5,765,26.0,65.1,2529,1,2
23,1795,28.6,68.8,163,3,1
13,1139,38.7,68.7,268,2,1
30,2155,22.1,60.9,1284,2,3
13,1173,41.7,72.4,-1159,3,1
1,633,49.2,75.2,-866,3,0
26,1749,30.6,70.8,-385,3,2
24,1486,32.0,57.9,-309,2,1
3,491,48.5,58.9,193,2,0
15,1315,25.5,54.3,-2168,1,1
14,1431,40.0,77.6,233,3,1
19,1640,44.0,71.1,1347,3,1
25,1667,32.3,68.6,-117,3,2
7,620,32.8,54.9,-2496,1,0
19,1466,33.7,76.3,1688,3,2
0,559,26.5,63.2,1886,0,0
15,884,35.1,64.4,-477,2,1
5,525,43.4,65.3,-1032,2,0
30,1876,29.2,81.8,0,3,2
3,426,33.5,80.8,-1613,2,0
12,1070,34.4,56.4,3049,2,2
25,1804,55.0,65.2,3231,4,4
10,1164,40.0,54.1,215,2,1
16,1287,43.1,78.0,1920,3,2
27,1897,46.6,70.8,434,4,2
3,466,33.0,74.5,-1400,2,0
11,1067,34.8,46.5,-609,1,1
14,1108,15.0,70.1,2442,2,2
21,1868,38.0,59.1,-1445,2,1
16,1112,17.9,57.6,306,1,1
4,697,38.5,49.5,-1344,1,0
8,1200,40.9,61.5,1132,2,1
22,1755,45.6,58.1,-519,3,1
24,1758,44.4,47.3,974,2,2
21,1493,33.9,60.1,193,2,1
26,1928,41.2,61.1,3416,3,4
26,1684,35.7,70.9,-1561,3,2
20,1338,36.2,85.0,2480,3,3
1,592,47.3,73.4,-564,3,0
16,1267,35.8,81.6,-1391,3,1
27,1698,44.1,76.9,954,4,2
10,900,20.5,53.0,176,1,0
1,596,54.9,63.5,1718,3,1
27,1775,51.2,67.1,26,4,2
18,1284,34.7,61.2,1923,2,2
5,973,37.1,61.8,1401,1,1
6,823,25.7,66.4,74,1,0
19,1286,45.5,58.1,127,3,1
17,1495,30.5,66.4,169,2,1
29,2073,51.3,66.6,-269,4,2
3,826,38.6,65.9,0,2,0
15,1260,22.0,74.8,133,2,1
30,2033,41.3,48.2,173,3,2
25,1601,28.5,75.8,397,3,2
18,1305,49.5,85.0,-2181,4,1
20,1583,41.1,69.5,2390,3,3
9,539,34.2,66.6,1728,2,1
30,2058,34.4,77.7,2476,3,4
1,510,49.0,60.9,-526,2,0
7,734,28.9,75.7,1906,2,1
9,1246,28.8,67.4,-1808,2,0
7,994,42.0,67.3,2078,2,2
22,1693,15.0,70.4,3205,2,4
30,1856,29.5,68.3,-659,2,2
6,271,32.9,71.3,-482,2,0
16,1440,43.5,45.0,-387,2,1
14,1174,33.8,48.8,-543,2,0
19,1582,32.6,60.5,-1910,2,1
20,1982,30.2,70.7,-506,2,1
13,1337,48.7,58.0,-1288,3,1
19,1365,49.6,76.1,3844,4,4
20,1363,55.0,57.0,-248,3,1
29,2021,37.4,73.8,-411,3,2
1,434,49.7,56.8,-1808,2,0
11,927,22.8,76.5,2933,1,3
29,2219,52.0,69.6,292,4,2
9,790,43.3,62.6,2514,2,2
9,882,31.0,81.1,-1417,2,0
17,1409,28.7,57.5,-142,2,1
27,1769,35.9,60.1,-2259,3,2
10,971,17.0,79.2,187,2,1
28,2102,28.3,70.5,298,4,2
28,2009,23.7,66.9,-2450,2,2
2,200,27.2,72.3,144,1,0
20,1463,44.3,63.0,1402,3,2
2,553,39.9,82.1,-777,2,0
7,932,28.8,73.4,2823,2,2
7,966,41.4,70.1,147,2,0
22,1655,37.4,74.8,-91,3,1
7,595,27.9,71.8,1484,2,1
16,1394,15.0,71.6,-1083,2,1
28,2353,37.3,76.1,-463,4,2
14,943,21.6,45.0,148,1,1
27,2219,43.8,61.7,-375,4,2
30,1958,34.8,58.6,-1209,2,2
4,670,30.6,67.3,296,2,0
29,1563,34.8,60.9,-2048,3,2
25,1513,43.0,75.6,-237,4,2
26,1935,46.3,56.6,2492,3,3
28,1797,48.2,62.6,282,3,2
27,1815,18.6,70.0,-2285,2,2
26,1838,41.2,55.3,143,3,2
12,1185,52.0,57.3,2043,3,2
1,414,42.9,70.1,-1996,2,0
9,928,24.8,64.5,225,2,0
16,1209,40.6,55.6,1360,2,2
11,953,27.5,84.6,-847,2,0
23,1745,28.2,45.0,-1328,1,2
12,927,41.2,70.4,-1990,3,1
5,631,30.5,77.5,-490,2,0
19,1321,35.3,68.4,1852,2,2
26,1992,28.4,59.4,1,2,2
8,873,38.6,74.2,182,2,0
18,1810,46.7,55.7,-448,3,1
18,1458,36.9,53.2,-1220,2,1
18,1386,42.7,67.6,1879,3,3
0,373,47.6,53.7,1849,0,0
24,1337,34.1,57.3,-2262,2,1
20,1537,39.2,79.4,293,4,2
29,1849,41.1,45.7,1863,3,3
20,1410,38.2,72.2,1398,3,2
20,1444,37.1,59.5,1299,2,2
1,643,32.6,53.7,2665,1,2
27,1886,46.8,58.5,1409,4,3
6,800,38.3,51.6,306,1,0
3,490,41.5,59.5,2116,2,1
23,1605,30.8,76.5,751,3,2
26,2000,42.6,59.6,-2303,3,1
23,1694,48.5,79.0,1383,4,3
3,370,46.9,49.6,1350,2,1
20,1684,41.8,53.8,-483,2,1
8,659,41.0,51.1,-824,1,0
23,1536,36.6,75.0,3315,3,4
7,740,41.7,74.8,1641,3,1
21,1166,22.8,56.1,-628,2,1
22,2104,38.5,74.1,-1643,3,1
10,1017,41.4,70.9,140,3,0
8,728,41.2,68.2,276,3,0
25,1510,39.0,67.9,-267,3,1
29,1951,20.3,72.1,1945,3,3
2,454,30.9,55.5,1175,1,0
15,973,31.2,54.7,147,2,1
12,1240,35.7,70.1,-1236,2,1
11,866,27.2,51.0,3149,1,3
0,588,45.5,72.1,1133,0,0
11,896,41.0,67.5,-1353,3,0
16,1444,32.4,53.2,653,2,1
19,1485,44.3,53.4,2709,2,3
18,1358,32.8,58.5,-776,2,1
3,398,50.3,79.2,-283,3,0
7,856,39.7,75.7,-1397,2,0
0,286,26.9,60.8,-345,0,0
24,2449,18.5,75.0,1650,2,3
17,1527,15.0,58.7,-804,1,1
14,1367,30.2,74.3,665,2,1
30,2136,39.7,82.3,3257,4,4
15,1170,40.4,70.4,-1461,2,0
15,1360,37.2,48.3,818,2,1
18,1505,35.5,65.3,-2437,2,1
1,498,34.0,51.6,-409,1,0
4,462,54.1,49.4,1157,2,1
17,1256,28.1,71.4,-185,2,1
6,1013,30.4,62.5,-939,1,0
22,1656,19.3,76.5,-259,1,1
8,559,23.6,67.8,-1154,1,0
23,1689,34.4,65.5,313,3,2
10,982,55.0,61.8,58,3,0
24,1605,28.3,63.1,138,2,1
28,1760,39.1,69.8,1302,4,2
28,2303,34.9,57.7,-1756,3,2
21,1564,22.9,79.9,968,2,2
16,1159,43.0,65.5,1656,3,2
14,1118,50.5,64.8,-1640,3,0
27,1804,39.0,52.2,2505,2,4
1,580,50.2,73.2,-7,2,0
27,1986,32.6,53.8,1700,2,3
11,1262,28.5,58.6,231,1,1
1,374,34.4,70.3,1852,1,1
29,1837,51.5,66.0,2802,4,4
19,1631,51.1,70.0,-791,4,1
17,1089,19.6,58.0,54,1,1
25,1769,33.5,60.1,914,2,2
2,326,26.1,63.3,-2145,1,0
14,1296,19.8,52.5,-1386,1,1
29,2201,32.3,66.6,-1240,3,2
10,1207,15.0,61.6,-163,1,0
26,1569,15.8,63.4,1304,2,3
27,1824,55.0,64.7,-99,4,2
27,2047,37.1,65.3,1143,3,2
17,1662,42.9,85.0,-2359,4,1
18,1483,26.0,61.7,-1611,2,1
21,1589,45.3,69.2,2316,3,3
23,1396,34.4,59.3,116,2,1
24,1878,23.2,76.6,-592,2,1
15,968,15.0,61.9,1872,1,2
16,1131,30.2,45.5,407,1,1
21,1655,43.4,62.0,68,3,1
19,1421,27.9,70.5,1316,2,2
2,623,29.5,60.5,2410,1,1
7,915,38.8,59.5,559,2,1
21,1084,22.8,58.5,-991,1,1
23,1706,45.8,50.3,-1744,3,1
4,780,38.6,65.8,1659,2,1
5,664,42.8,85.0,1054,3,1
4,513,15.0,55.2,3532,0,2
17,1256,25.1,75.3,-733,2,1
3,537,35.6,45.0,1692,1,1
20,1607,30.1,85.0,124,3,1
30,2009,28.3,61.6,-1921,3,2
16,1266,37.3,67.2,2812,2,3
14,1362,47.7,85.0,242,4,1
4,592,36.6,52.7,-217,1,0
26,1495,27.9,51.9,2375,3,3
21,1276,33.2,63.7,-299,2,1
8,922,29.3,53.1,-1134,1,0
9,1296,36.0,71.4,-933,2,0
5,435,28.8,85.0,432,2,0
13,1163,35.1,75.9,-602,2,1
16,1370,35.5,66.8,-2432,2,1
7,733,28.9,45.0,90,1,0
17,1266,55.0,65.4,-391,3,1
13,1159,15.0,72.7,2252,2,2
20,1340,43.2,57.2,1281,3,2
25,1825,38.4,76.0,69,3,2
6,660,27.2,69.7,1328,2,1
30,1916,31.2,63.5,-1620,2,2
26,1664,33.5,70.7,1168,3,2
21,1510,25.1,56.2,2175,2,3
30,1784,49.4,50.2,-1751,3,2
17,1253,30.3,64.4,-330,2,1
6,909,31.4,57.9,-805,2,0
26,1657,22.1,75.5,-432,2,2
12,1154,32.1,74.9,-351,2,1
27,2335,29.8,63.7,1733,2,3
18,1034,32.6,68.9,40,3,1
15,1134,42.8,63.1,-326,3,1
3,646,37.7,63.2,1443,2,1
16,1225,17.4,70.8,192,2,1
11,817,41.3,72.9,392,2,1
30,2058,46.8,80.9,1217,4,3
27,1577,15.6,63.9,-547,1,2
0,711,43.6,72.3,2888,0,0
11,672,55.0,64.6,408,3,1
0,433,35.9,61.1,610,0,0
3,643,18.0,65.9,3535,1,3
11,834,44.8,58.0,238,2,0
2,573,32.7,72.6,-661,1,0
2,513,34.5,77.9,3036,2,2
4,386,43.8,59.2,2882,2,2
28,2039,36.2,59.1,108,2,2
23,1569,26.0,64.0,852,2,2
19,1575,45.3,69.8,455,3,2
25,1854,35.0,64.3,227,3,1
25,1941,31.9,74.7,1109,3,2
21,1907,18.0,85.0,331,2,2
28,1739,45.1,81.4,-53,4,2
26,1614,44.3,56.7,-1568,3,2
5,746,19.6,81.2,1027,1,1
17,1236,15.0,54.3,-1351,1,1
29,2063,55.0,66.4,-702,4,2
14,1406,47.7,60.9,2870,3,3
27,1771,28.8,63.4,143,3,2
23,1714,47.7,65.0,2314,3,3
8,956,34.6,52.6,134,1,0
9,612,33.2,73.0,186,2,1
9,924,27.3,57.6,1349,1,2
14,1423,32.6,54.7,1709,2,2
15,1395,21.3,51.5,-570,1,0
4,522,42.2,71.1,2003,3,1
7,972,33.5,45.0,0,1,0
24,1970,15.2,76.2,3176,2,4
19,1684,47.8,59.2,225,3,1
0,467,31.9,51.2,1416,0,0
13,1000,41.5,71.8,2097,2,2
8,822,34.1,73.0,-2075,2,0
11,1071,41.6,46.9,-897,2,0
4,785,39.2,77.8,269,2,0
23,1747,30.9,65.9,191,2,2
3,689,15.0,53.2,1881,0,1
11,1361,55.0,61.2,1620,3,2
3,878,29.7,67.5,1575,2,1
16,1250,23.7,75.0,3113,2,3
9,707,17.5,68.0,-660,1,0
15,925,27.9,76.4,1459,2,2
27,2097,28.7,56.2,-1313,2,2
10,863,51.5,65.7,166,3,0
22,1677,22.5,63.8,2815,2,4
7,762,40.2,79.5,-754,3,0
30,2397,29.9,77.4,1835,3,3
12,971,35.7,82.1,30,2,1
4,424,51.3,64.5,-1886,3,0
16,1296,39.3,72.4,1975,3,2
25,1951,45.3,77.9,590,4,2
15,1428,34.1,67.2,-1416,3,1
0,603,34.4,59.5,2815,0,0
2,591,39.3,68.2,268,2,0
30,2210,15.5,77.7,85,2,2
20,1440,40.7,56.0,1287,3,2
16,1230,28.8,61.6,-333,2,1
30,2116,44.9,67.2,142,4,2
30,2280,36.7,69.6,886,3,3
18,1425,47.5,75.9,0,3,1
27,1794,29.5,70.3,-1178,3,2
5,622,33.1,68.9,1053,2,1
21,1768,18.3,85.0,145,2,1
21,1740,31.4,47.3,358,2,2
10,1166,55.0,56.2,1156,3,1
14,1032,24.3,61.8,-404,1,1
24,1274,47.2,67.0,-1124,4,2
13,1109,26.4,72.9,13,2,1
30,1884,18.5,68.8,-2214,2,2
22,1474,29.1,63.9,1670,2,2
3,715,19.4,64.7,267,1,0
7,742,26.0,59.3,1171,1,1
10,894,31.4,64.6,69,2,1
6,1028,38.1,55.0,2008,2,1
24,1999,38.3,81.6,-348,3,2
25,1940,31.6,66.7,206,2,2
10,694,28.1,54.3,145,1,0
20,1285,45.3,85.0,1402,4,2
18,1436,33.9,65.0,18,2,1
15,1168,17.3,76.1,210,2,1
7,751,27.2,54.7,1534,1,1
15,1390,30.4,53.6,316,2,1
2,200,41.7,64.9,224,2,0
30,1820,33.7,47.1,1349,2,3
11,984,37.1,63.3,67,2,1
20,1431,33.2,57.4,362,2,1
28,1686,23.2,70.1,-377,2,2
2,446,43.0,66.4,9,2,0
11,742,17.8,59.3,3917,1,3
6,760,33.7,78.8,2889,2,2
8,1128,38.7,67.4,1917,2,1
25,2001,47.9,68.5,2014,4,3
18,1199,27.1,66.3,81,2,1
14,1124,45.8,60.7,2255,2,2
28,1896,50.5,68.3,1059,4,3
3,546,20.3,66.2,1562,1,1
1,595,45.3,62.0,2291,2,1
1,459,42.8,52.7,2135,1,1
14,1324,41.4,74.4,-1287,3,0
22,1740,49.9,52.0,1609,3,3
14,1265,31.2,58.8,763,2,1
12,1021,29.3,54.8,17,2,1
2,522,29.7,70.8,925,1,0
0,438,46.1,75.6,1963,0,0
19,1271,26.2,59.4,-173,2,1
3,390,41.8,59.7,-450,2,1
23,1614,44.0,73.1,225,3,2
1,495,39.9,45.4,-671,2,0
0,374,23.8,66.8,-566,0,0
9,1034,34.4,64.8,571,2,0
8,638,36.0,62.0,-588,2,0
21,1420,37.6,59.4,-943,2,1
21,1840,38.7,62.1,-1373,2,1
20,1903,49.5,46.8,840,3,2
6,682,43.2,65.7,2390,2,1
10,981,38.3,60.1,-1694,2,1
14,1224,33.5,58.7,765,2,1
0,222,33.0,77.0,-1863,0,0
29,2092,41.8,60.8,1368,3,3
6,834,38.0,64.9,1792,2,1
24,1502,26.7,64.2,198,2,1
26,1741,33.9,63.1,1662,2,3
30,1926,28.2,65.8,-1167,2,2
1,413,24.4,54.0,-741,1,0
2,374,38.5,59.8,1848,2,1
1,449,34.6,66.2,344,1,0
22,1741,24.8,65.8,-917,2,1
25,1931,24.5,65.3,285,2,2
9,1222,36.7,68.1,-1480,2,0
11,962,33.2,71.1,201,2,0
11,1260,22.0,61.8,-472,1,0
19,1740,44.7,67.1,1109,3,2
27,1953,55.0,71.2,3058,4,4
3,309,16.0,53.8,1069,0,0
29,1945,16.5,69.8,-1091,2,2
26,1907,20.9,46.8,2005,1,3
16,1109,40.5,53.0,1756,2,2
9,1119,47.4,54.1,286,2,1
26,2078,25.1,61.8,-2080,2,2
26,1673,41.3,65.6,1223,3,3
12,726,53.0,78.6,819,4,1
7,967,28.8,71.7,-204,2,0
26,2109,28.9,81.2,2814,3,4
16,1150,15.0,58.7,-1039,1,1
21,1633,52.1,58.9,-621,3,1
8,1308,47.4,65.1,1170,3,1
16,1105,33.2,72.9,1813,2,2
7,761,27.6,58.8,2030,1,2
16,1305,36.0,57.0,0,2,1
3,510,22.4,67.7,825,1,0
28,2457,22.6,73.2,392,3,2
28,2095,23.7,61.1,174,2,2
6,624,53.5,64.5,-533,3,0
20,1408,45.3,80.5,347,4,1
12,872,38.7,56.6,-135,1,1
16,1186,27.9,64.6,-1276,2,1
19,1401,45.0,45.0,-2021,2,1
2,318,30.8,72.8,367,1,0
12,1210,42.0,82.7,-398,3,0
1,269,24.5,60.8,295,0,0
11,976,46.7,72.5,322,3,0
1,490,21.4,60.9,1231,1,0
27,1699,55.0,68.6,-2048,4,2
8,1027,42.7,54.4,171,2,0
20,1627,43.2,61.1,2534,3,3
19,1635,39.2,75.8,370,3,2
27,1926,30.4,61.0,420,3,2
21,1760,41.7,63.2,-867,3,1
10,802,34.5,77.2,-940,3,1
21,1715,19.7,62.7,-2493,2,1
6,703,30.7,57.7,270,1,0
28,2016,41.3,65.7,212,3,2
8,786,35.1,60.5,-79,2,0
13,1023,27.8,80.1,-1314,2,0
6,1310,27.9,75.1,688,2,1
18,1587,27.9,69.1,-584,2,1
14,1254,35.3,65.5,2806,2,3
9,994,25.3,73.1,194,1,0
17,1337,55.0,53.5,3444,3,3
17,1306,31.0,70.7,335,2,1
